"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"ASV1795";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylococcus"
"ASV1796";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Mrakiaceae";"Mrakia"
"ASV1797";"Eukaryota";"NA";"Dinophyceae";"Gonyaulacales";"Lingulodiniaceae";"Lingulodinium"
"ASV1798";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Clostridiaceae";"Hathewaya"
"ASV1799";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Oceanospirillales";"Alcanivoracaceae";"Alloalcanivorax"
"ASV1800";"Bacteria";"Verrucomicrobiota";"NA";"NA";"NA";"Lentimonas"
"ASV1801";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Hyphomicrobiaceae";"Rhodomicrobium"
"ASV1802";"Bacteria";"Chloroflexota";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"Pelolinea"
"ASV1803";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Paraflavisolibacter"
"ASV1804";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Agreia"
"ASV1805";"Eukaryota";"NA";"Phaeophyceae";"Fucales";"Fucaceae";"Ascophyllum"
"ASV1806";"Eukaryota";"Ciliophora";"Armophorea";"Metopida";"Metopidae";"Nyctotherus"
"ASV1807";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Loigolactobacillus"
"ASV1808";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Roseospira"
"ASV1809";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactiplantibacillus"
"ASV1810";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Salinibacterium"
"ASV1811";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycopsidaceae";"Saccharomycopsis"
"ASV1812";"Eukaryota";"Ciliophora";"Karyorelictea";"Protostomatida";"Kentrophoridae";"Kentrophoros"
"ASV1813";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Oceanospirillales";"Oceanospirillaceae";"Neptunomonas"
"ASV1814";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Sterolibacteriaceae";"Sulfurisoma"
"ASV1815";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Cokeromyces"
"ASV1816";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Filimonas"
"ASV1817";"Eukaryota";"Ascomycota";"Sordariomycetes";"Phyllachorales";"Phyllachoraceae";"Camarotella"
"ASV1818";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Spirosomaceae";"Emticicia"
"ASV1819";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Ereboglobus"
"ASV1820";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Parvularculales";"Parvularculaceae";"Parvularcula"
"ASV1821";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Cytophagaceae";"Cytophaga"
"ASV1822";"Bacteria";"Bacillota";"Negativicutes";"Veillonellales";"Veillonellaceae";"Veillonella"
"ASV1823";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Paucimonas"
"ASV1824";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Reichenbachiellaceae";"Marinoscillum"
"ASV1825";"Eukaryota";"NA";"NA";"Colponemida";"Colponemidia";"Colponema"
"ASV1826";"Eukaryota";"Evosea";"Eumycetozoa";"Physariida";"Physaraceae";"Fuligo"
"ASV1827";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Methylophilaceae";"Methylotenera"
"ASV1828";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Roseobacteraceae";"Maritimibacter"
"ASV1829";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Christiangramia"
"ASV1830";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Gallionellaceae";"Gallionella"
"ASV1831";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Geastrales";"Geastraceae";"Trichaster"
"ASV1832";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Bacillaceae";"Salipaludibacillus"
"ASV1833";"Bacteria";"Acidobacteriota";"Terriglobia";"Terriglobales";"Acidobacteriaceae";"Acidipila"
"ASV1834";"Eukaryota";"Evosea";"Variosea";"Cavosteliida";"Cavosteliaceae";"Cavostelium"
"ASV1835";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Neisseriales";"Chromobacteriaceae";"Leeia"
"ASV1836";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Sphaerotilaceae";"Mitsuaria"
"ASV1837";"Eukaryota";"Evosea";"Variosea";"NA";"NA";"Phalansterium"
"ASV1838";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Haliea"
"ASV1839";"Eukaryota";"Evosea";"NA";"NA";"NA";"Rhizomastix"
"ASV1840";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Parvularculales";"Parvularculaceae";"Amphiplicatus"
"ASV1841";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Roseobacteraceae";"Thalassobius"
"ASV1842";"Eukaryota";"NA";"Dictyochophyceae";"Dictyochales";"NA";"Dictyocha"
"ASV1843";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Xanthobacteraceae";"Aquabacter"
"ASV1844";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Cytophagaceae";"Rudanella"
"ASV1845";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter"
"ASV1846";"Bacteria";"Bacteroidota";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Parapedobacter"
"ASV1847";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Roseobacteraceae";"Poseidonocella"
"ASV1848";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Horticoccus"
"ASV1849";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Limnovirga"
"ASV1850";"Bacteria";"Planctomycetota";"Planctomycetia";"Pirellulales";"Pirellulaceae";"Rubripirellula"
"ASV1851";"Bacteria";"Thermodesulfobacteriota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";"Fundidesulfovibrio"
"ASV1852";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Prasiolales";"Stichococcaceae";"Tetratostichococcus"
"ASV1853";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Aurantiacibacter"
"ASV1854";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Trebouxiales";"Trebouxiaceae";"Symbiochloris"
"ASV1855";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Aphanizomenonaceae";"Dolichospermum"
"ASV1856";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Alkalisalibacterium"
"ASV1857";"Eukaryota";"NA";"Xanthophyceae";"Mischococcales";"Botryochloridaceae";"Sphaerosorus"
"ASV1858";"Bacteria";"Pseudomonadota";"Hydrogenophilia";"Hydrogenophilales";"Hydrogenophilaceae";"Tepidiphilus"
"ASV1859";"Archaea";"Euryarchaeota";"Halobacteria";"Halobacteriales";"Haloarculaceae";"Halomicroarcula"
"ASV1860";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Leifsonia"
"ASV1861";"Bacteria";"Bacteroidota";"Bacteroidia";"Marinilabiliales";"Marinifilaceae";"Ancylomarina"
"ASV1862";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Neptunitalea"
"ASV1863";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Fluviibacterium"
"ASV1864";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Rhodovulum"
"ASV1865";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Kaistiaceae";"Kaistia"
"ASV1866";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Parabodonida";"NA";"Trypanoplasma"
"ASV1867";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rickettsiales";"Anaplasmataceae";"Anaplasma"
"ASV1868";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Chroococcales";"Aphanothecaceae";"Euhalothece"
"ASV1869";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Drepanopezizaceae";"Blumeriella"
"ASV1870";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Amorphaceae";"Amorphus"
"ASV1871";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Tenacibaculum"
"ASV1872";"Bacteria";"Caldisericota";"Caldisericia";"Caldisericales";"Caldisericaceae";"Caldisericum"
"ASV1873";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Ligilactobacillus"
"ASV1874";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Nibricoccus"
"ASV1875";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Marivirgaceae";"Marivirga"
"ASV1876";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Kutzneria"
"ASV1877";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Rivulariaceae";"Rivularia"
"ASV1878";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"Ktedonospora"
"ASV1879";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Pinirhizobacter"
"ASV1880";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Paracoccus"
"ASV1881";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Phyllobacteriaceae";"Aminobacter"
"ASV1882";"Bacteria";"Bacteroidota";"Bacteroidia";"Marinilabiliales";"Prolixibacteraceae";"Aquipluma"
"ASV1883";"Eukaryota";"NA";"Dictyochophyceae";"Pedinellales";"NA";"Pseudopedinella"
"ASV1884";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Nocardioidaceae";"Friedmanniella"
"ASV1885";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Polaromonas"
"ASV1886";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Fulvivirgaceae";"Chryseolinea"
"ASV1887";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Watanabeales";"NA";"Polulichloris"
"ASV1888";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Shiraiaceae";"Shiraia"
"ASV1889";"Bacteria";"Actinomycetota";"Actinomycetes";"Actinomycetales";"Actinomycetaceae";"Actinomyces"
"ASV1890";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Alicyclobacillaceae";"Tumebacillus"
"ASV1891";"Bacteria";"Actinomycetota";"Actinomycetes";"Motilibacterales";"Motilibacteraceae";"Motilibacter"
"ASV1892";"Eukaryota";"NA";"Bigyra";"Thraustochytrida";"Thraustochytriaceae";"Thraustochytrium"
"ASV1893";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Intrasporangiaceae";"Knoellia"
"ASV1894";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharopolyspora"
"ASV1895";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Propionibacteriaceae";"Auraticoccus"
"ASV1896";"Bacteria";"Bacillota";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Solobacterium"
"ASV1897";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Brachymonas"
"ASV1898";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Roseobacteraceae";"Jannaschia"
"ASV1899";"Bacteria";"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Streptosporangiaceae";"Bailinhaonella"
"ASV1900";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Hanamia"
"ASV1901";"Eukaryota";"Foraminifera";"NA";"NA";"Rzehakinidae";"Miliammina"
"ASV1902";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Verminephrobacter"
"ASV1903";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Dermacoccaceae";"Luteipulveratus"
"ASV1904";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Bacillaceae";"Halobacillus"
"ASV1905";"Bacteria";"Planctomycetota";"Planctomycetia";"Planctomycetales";"Planctomycetaceae";"Planctopirus"
"ASV1906";"Archaea";"Euryarchaeota";"Methanobacteria";"Methanobacteriales";"Methanobacteriaceae";"Methanobrevibacter"
"ASV1907";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Tahibacter"
"ASV1908";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Benjaminiella"
"ASV1909";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Oceanospirillales";"Halomonadaceae";"Pistricoccus"
"ASV1910";"Bacteria";"Acidobacteriota";"Terriglobia";"Bryobacterales";"Bryobacteraceae";"Paludibaculum"
"ASV1911";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Crocinitomicaceae";"Fluviicola"
"ASV1912";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Pseudoxanthomonas"
"ASV1913";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Achromatium"
"ASV1914";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Stutzerimonas"
"ASV1915";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Pseudoflavitalea"
"ASV1916";"Bacteria";"Thermodesulfobacteriota";"Desulfobulbia";"Desulfobulbales";"Desulfobulbaceae";"Desulfogranum"
"ASV1917";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Croceibacterium"
"ASV1918";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Synechococcales";"Trichocoleusaceae";"Trichocoleus"
"ASV1919";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Inquilinus"
"ASV1920";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Kordiimonadales";"Kordiimonadaceae";"Kordiimonas"
"ASV1921";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Tsuneonella"
"ASV1922";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Planococcaceae";"Planococcus"
"ASV1923";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Xylella"
"ASV1924";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Cytophagaceae";"Arundinibacter"
"ASV1925";"Eukaryota";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Kondoaceae";"Bensingtonia"
"ASV1926";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Xanthobacteraceae";"Labrys"
"ASV1927";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Salinisphaerales";"Salinisphaeraceae";"Salinisphaera"
"ASV1928";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Intrasporangiaceae";"Terrabacter"
"ASV1929";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Methylophilaceae";"Methyloradius"
"ASV1930";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Micrococcaceae";"Paeniglutamicibacter"
"ASV1931";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Propylenellaceae";"Propylenella"
"ASV1932";"Bacteria";"Bacteroidota";"Bacteroidia";"Marinilabiliales";"Marinifilaceae";"Labilibaculum"
"ASV1933";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Rhodocyclales";"Rhodocyclaceae";"Aromatoleum"
"ASV1934";"Bacteria";"Planctomycetota";"Planctomycetia";"Pirellulales";"Pirellulaceae";"Blastopirellula"
"ASV1935";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Citrobacter"
"ASV1936";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Galbibacter"
"ASV1937";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Beijerinckiaceae";"Methyloferula"
"ASV1938";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Irpicaceae";"Efibula"
"ASV1939";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Leptosilliaceae";"Leptosillia"
"ASV1940";"Eukaryota";"Ciliophora";"Litostomatea";"Haptorida";"Spathidiidae";"Spathidium"
"ASV1941";"Eukaryota";"Microsporidia";"NA";"NA";"Nosematidae";"Vittaforma"
"ASV1942";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Debaryomyces"
"ASV1943";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Cellvibrionales";"Cellvibrionaceae";"Simiduia"
"ASV1944";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Spirosomaceae";"Arsenicibacter"
"ASV1945";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Amniculibacterium"
"ASV1946";"Bacteria";"Bacillota";"Negativicutes";"Veillonellales";"Veillonellaceae";"Dialister"
"ASV1947";"Eukaryota";"Evosea";"Eumycetozoa";"Stemonitida";"Stemonitidae";"Stemonitis"
"ASV1948";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Terrimonas"
"ASV1949";"Bacteria";"Bacteroidota";"Saprospiria";"Saprospirales";"Lewinellaceae";"Neolewinella"
"ASV1950";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Robertkochia"
"ASV1951";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Verrucomicrobia subdivision 3";"Pedosphaera"
"ASV1952";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Haplosporangium"
"ASV1953";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Pleomorphomonadaceae";"Mongoliimonas"
"ASV1954";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Mangrovimonas"
"ASV1955";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Rhizopodaceae";"Sporodiniella"
"ASV1956";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Acidiferrobacterales";"Acidiferrobacteraceae";"Sulfuricaulis"
"ASV1957";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Moelleriella"
"ASV1958";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Chromatiales";"Ectothiorhodospiraceae";"Acidihalobacter"
"ASV1959";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Aridibaculum"
"ASV1960";"Eukaryota";"Evosea";"Eumycetozoa";"Dictyosteliales";"Raperosteliaceae";"Hagiwaraea"
"ASV1961";"Bacteria";"Myxococcota";"NA";"Polyangiales";"Polyangiaceae";"Polyangium"
"ASV1962";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Yoonia"
"ASV1963";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Alteromonadales";"Colwelliaceae";"Thalassotalea"
"ASV1964";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Orrella"
"ASV1965";"Bacteria";"Bacteroidota";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Daejeonella"
"ASV1966";"Eukaryota";"NA";"NA";"Malawimonadida";"Malawimonadidae";"Malawimonas"
"ASV1967";"Bacteria";"Acidobacteriota";"Blastocatellia";"NA";"NA";"Chloracidobacterium"
"ASV1968";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Watanabeales";"NA";"Massjukichlorella"
"ASV1969";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Sphaerotilaceae";"Sphaerotilus"
"ASV1970";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Defluviitaleaceae";"Defluviitalea"
"ASV1971";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Lunasporangiospora"
"ASV1972";"Bacteria";"Planctomycetota";"Planctomycetia";"Pirellulales";"Pirellulaceae";"Stieleria"
"ASV1973";"Eukaryota";"Microsporidia";"NA";"NA";"NA";"Dictyocoela"
"ASV1974";"Eukaryota";"Ascomycota";"Sordariomycetes";"NA";"NA";"Cordana"
"ASV1975";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Hymenobacteraceae";"Rufibacter"
"ASV1976";"Bacteria";"Bacteroidota";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Olivibacter"
"ASV1977";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Nocardioidaceae";"Mumia"
"ASV1978";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Oscillospiraceae";"Petroclostridium"
"ASV1979";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Kibdelosporangium"
"ASV1980";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Caenimonas"
"ASV1981";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Reticulibacteraceae";"Reticulibacter"
"ASV1982";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Conyzicola"
"ASV1983";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Pontivivens"
"ASV1984";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Usitatibacteraceae";"Usitatibacter"
"ASV1985";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Desulfotomaculaceae";"Pelotomaculum"
"ASV1986";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Desulfocucumaceae";"Desulfocucumis"
"ASV1987";"Bacteria";"Myxococcota";"NA";"Polyangiales";"Sandaracinaceae";"Sandaracinus"
"ASV1988";"Bacteria";"Planctomycetota";"Planctomycetia";"Planctomycetales";"Planctomycetaceae";"Planctomyces"
"ASV1989";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Thiomargarita"
"ASV1990";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Bruguierivoracaceae";"Sodalis"
"ASV1991";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Amorphaceae";"Acuticoccus"
"ASV1992";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Humitalea"
"ASV1993";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Phanerochaetaceae";"Phanerodontia"
"ASV1994";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Croceivirga"
"ASV1995";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Salibacteraceae";"Salibacter"
"ASV1996";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Imleria"
"ASV1997";"Eukaryota";"NA";"NA";"Malawimonadida";"Malawimonadidae";"Gefionella"
"ASV1998";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meruliaceae";"Phlebia"
"ASV1999";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Zobellella"
"ASV2000";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Bacillaceae";"Cytobacillus"
"ASV2001";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Propionibacteriaceae";"Arachnia"
"ASV2002";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Pilaira"
"ASV2003";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Synechococcales";"Merismopediaceae";"Merismopedia"
"ASV2004";"Eukaryota";"Rhodophyta";"Bangiophyceae";"Bangiales";"Bangiaceae";"Neopyropia"
"ASV2005";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Sparassidaceae";"Sparassis"
"ASV2006";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Kiloniellaceae";"Aestuariispira"
